twb file name,object type,datasource name,table name,remote column name,local column name,worksheet name,dashboard name,property type,property name,property value,proposed value,conversion in TS,supported in TS,supported in Migrator,exec_error_details,exec_mode,exec_status,exec_start_time,exec_end_time,exec_id,output_file_type,output_file_name,last_ingested_date
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 50,,axis,rows,none:country:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 50,,axis,rows,none:Calculation_3598094648423809024:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 50,,axis,columns,yr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 50,,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 50,,chart type,mark,automatic,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 50,,encoding,text,usr:Employees ALL (copy):qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 51,,axis,rows,none:Calculation_6564418729799479296:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 51,,axis,columns,,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 51,,datasource,name,v_headcount_terminations_test,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 51,,chart type,mark,automatic,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 59,,axis,rows,none:termination_category:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 59,,axis,rows,Termination Reason (group),,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 59,,axis,rows,none:termination_reason (copy)_6874533779769597952:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 59,,axis,columns,,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 59,,datasource,name,v_headcount_terminations_test,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 59,,chart type,mark,automatic,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 60,,axis,rows,cum:usr:Terminated Employee_ALL (copy):qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 60,,axis,columns,tdy:date_unified (copy):qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 60,,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 60,,chart type,mark,automatic,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 64,,axis,rows,:Measure Names,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 64,,axis,rows,none:logan_2:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 64,,axis,columns,mn:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 64,,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 64,,chart type,mark,automatic,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 64,,encoding,text,Multiple Values,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 72,,axis,rows,:Measure Names,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 72,,axis,columns,my:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 72,,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 72,,chart type,mark,automatic,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 72,,encoding,text,Multiple Values,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 75,,axis,rows,none:termination_category:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 75,,axis,columns,,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Sheet 75,,datasource,name,v_headcount_terminations_test,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Sheet 75,,chart type,mark,automatic,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,none:logan_1:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,focus_area (group),,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,none:group:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,none:compensation_grade - Split 2:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,none:name_unified (copy)_1819383927417749505:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,none:date_unified (copy):ok,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,rows,none:termination_reason:nk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,axis,columns,,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,datasource,name,v_headcount_terminations_test,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,Term List,,chart type,mark,automatic,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,Term List,,encoding,text,usr:Calculation_1571967429411401728:qk,,Value for only row/column available. Can be represented as table or single value KPI,NoSup,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,axis,rows,diff:usr:c. attrition rate param for monthly (copy)_3376855364206788608:qk:3,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,axis,columns,mn:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,axis,columns,yr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,chart type,mark,bar,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,encoding,color,diff:usr:c. attrition rate param for monthly (copy)_3376855364206788608:qk:3,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,US Tech monthly split change seasonality (2),,encoding,tooltip,usr:c. attrition rate param for monthly (copy)_3376855364206788608:qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,axis,rows,none:country:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,axis,rows,none:recruiting_pipeline_group:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,axis,rows,attr:Calculation_2739666382450642945:ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,axis,columns,yr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,axis,columns,qr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,chart type,mark,automatic,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline,,encoding,text,usr:c. Attrition Rate  Quarterly annulized (copy)_6191042151886897181:qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,axis,rows,none:country:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,axis,rows,none:recruiting_pipeline_group:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,axis,rows,none:recruiting_pipeline:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,axis,rows,attr:Calculation_2739666382450642945:ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,axis,columns,yr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,axis,columns,qr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,chart type,mark,square,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,encoding,color,usr:c. Attrition Rate  Quarterly annulized (copy)_6191042151886897181:qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,encoding,tooltip,usr:Terminated Employee_Regular_Regr (copy 2):qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US,,encoding,text,usr:c. Attrition Rate  Quarterly annulized (copy)_6191042151886897181:qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,axis,rows,none:country:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,axis,rows,none:recruiting_pipeline_group:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,axis,rows,none:recruiting_pipeline:nk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,axis,rows,attr:Calculation_2739666382450642945:ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,axis,columns,yr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,axis,columns,qr:date_unified (copy):ok,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,datasource,name,v_headcount_terminations_test,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,chart type,mark,automatic,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
Monthly Attrition AC Priv.twb,chart property,v_headcount_terminations_test,,,,annualized quarterly attrition by pipeline US (2),,encoding,text,usr:c. Attrition Rate  Quarterly annulized (copy)_6191042151886897181:qk,,Relevant charts can be created based on the Mark type,Partial,,,command_line,success,2025-12-18 19:58:01.102705,2025-12-18 19:58:05.605683,de87b6828e32d62dcb76adea84c56b64,,,2025-12-18 19:58:05.613624
